level_0,index,0,1,2,Client_split
182,12,Me:," Ah, yes. That was what you requested. Which ones do you want me to put back in?",Cryptic, ah  yes  that was what you requested  which ones do you want me to put back in 
183,13,Client:," Well, not that one or that one, but some of these others.",Cryptic, well  not that one or that one  but some of these others 
184,14,Me:," Sorry, I can't see what you're looking at. Can you be more specific?",Cryptic, sorry  i can t see what you re looking at  can you be more specific 
185,15,Client:, Take out the ones with the board members.,Cryptic, take out the ones with the board members 
186,16,Me:, Those are all photos of the board members.,Cryptic, those are all photos of the board members 
187,17,Client:," Well, put some back in, but not the ones we don't want.",Cryptic, well  put some back in  but not the ones we don t want 
188,18,Me:, I'm having a hard time understanding which photos you're referring to. Can you send me time codes of the ones you want me to add back into the video?,Cryptic, i m having a hard time understanding which photos you re referring to  can you send me time codes of the ones you want me to add back into the video 
189,19,Client:, Sure.,Cryptic, sure 
190,20,Client:," (email) At 2:12, there were photos. Put some of them back in.",Cryptic,  email  at       there were photos  put some of them back in 
191,21,Client:, Their hands were all up.,Cryptic, their hands were all up 
192,22,Me: ,They were waving? ,Cryptic,they were waving  
193,23,Client:, Sorry. It’s not waving. Just like Hitler way.,Cryptic, sorry  it s not waving  just like hitler way 
194,24,Client:, They raised their hands up.,Cryptic, they raised their hands up 
195,25,Me:, Like… a Nazi salute?,Cryptic, like  a nazi salute 
196,26,Client:, Almost.,Cryptic, almost 
197,27,Client:, Not exactly.,Cryptic, not exactly 
198,28,Client:, Up until their eyes.,Cryptic, up until their eyes 
199,29,Client:, You know like military.,Cryptic, you know like military 
200,30,Me:," So, a regular salute?",Cryptic, so  a regular salute 
201,31,Client:, Thanks.,Cryptic, thanks 
202,32,Me:, Is it 32 or 64 bits?,Cryptic, is it    or    bits 
203,33,Client: , Yes.,Cryptic, yes 
204,0,Client: ,Why are you quitting?,Cryptic,why are you quitting 
205,1,Me: ,"(Reading her last that she sent to me) Have the 2nd home page faded out to into the opaque and used on each of the three pages. Use also the other purple, not that other one. I want each page to pop and be personal and welcoming. ",Cryptic, reading her last that she sent to me  have the  nd home page faded out to into the opaque and used on each of the three pages  use also the other purple  not that other one  i want each page to pop and be personal and welcoming  
206,2,Me:," Alright, so what kind of design does he want for his logo",Cryptic, alright  so what kind of design does he want for his logo
207,3,Friend:, He says “Make a design that you think I will like. I’m going on vacation for about a week so I’ll look at what you have made when I get back.“,Cryptic, he says  make a design that you think i will like  i m going on vacation for about a week so i ll look at what you have made when i get back  
208,4,Me:, Can you please ask him for ,Cryptic, can you please ask him for 
209,5,Friend:, He said “Something E-Sporty.”,Cryptic, he said  something e sporty  
210,6,Client,: The hand looks too human. Please use a hand that looks more like God’s.,Cryptic,  the hand looks too human  please use a hand that looks more like god s 
211,7,Me,: What’s a rainbow factory?,Cryptic,  what s a rainbow factory 
212,8,Client,: What do you mean? It’s the factory where they make rainbows.,Cryptic,  what do you mean  it s the factory where they make rainbows 
213,9,Me,: What does it look like?,Cryptic,  what does it look like 
214,10,Client,: Like ,Cryptic,  like 
215,11,Client,: Why is the rainbow factory on the ground? And why does it have smoke stacks? It’s supposed to be in the sky and if it creates smoke then it’s polluting the planet. And why is there a rainbow coming out of it. I didn’t tell you to do that. Now do it again and do it right.,Cryptic,  why is the rainbow factory on the ground  and why does it have smoke stacks  it s supposed to be in the sky and if it creates smoke then it s polluting the planet  and why is there a rainbow coming out of it  i didn t tell you to do that  now do it again and do it right 
216,0,Client: ,"Hey, we’re making a banner and we need you to write down the company name and slogan. Do it quickly in Word or something.",Cryptic,hey  we re making a banner and we need you to write down the company name and slogan  do it quickly in word or something 
217,1,Me: ,What are the dimensions of the banner? Is there going to be anything else on it? Should I add images or make it plain?,Cryptic,what are the dimensions of the banner  is there going to be anything else on it  should i add images or make it plain 
218,2,Client: ,I’m not sure. Just make it and send it soon because we’re going to print it today. I think you should add images; ,Cryptic,i m not sure  just make it and send it soon because we re going to print it today  i think you should add images  
219,3,Friend:," I need a present for my boyfriend for Christmas, will you help me?",Cryptic, i need a present for my boyfriend for christmas  will you help me 
220,4,Me: ,Sure! What are you thinking about?,Cryptic,sure  what are you thinking about 
221,5,Friend: ,"I don’t know, something cool. Just ",Cryptic,i don t know  something cool  just 
222,6,Me:," Umm, what does he like?",Cryptic, umm  what does he like 
223,7,Friend: ,"You know, guy stuff. Thanks for doing this for me! I would have had to pay anywhere else!",Cryptic,you know  guy stuff  thanks for doing this for me  i would have had to pay anywhere else 
224,8,Me: ,"Wait, what?",Cryptic,wait  what 
225,9,Client: ,"<a href=""http://clientsfromhell.net/post/20021363268/client-can-we-change-the-heading-font-to-more"">I don’t like the font you’re using</a>",Cryptic, a href  http   clientsfromhell net post             client can we change the heading font to more  i don t like the font you re using  a 
226,10,Me: ,OK that should be easy to change. What do you have in mind?,Cryptic,ok that should be easy to change  what do you have in mind 
227,11,Client: ,"Something that stands out a bit more, something with a bit of punch, something that makes a statement – something like this for instance…",Cryptic,something that stands out a bit more  something with a bit of punch  something that makes a statement   something like this for instance 
228,0,Client:, I need a photo that symbolizes the need for global communication in an economic perspective.,Cryptic, i need a photo that symbolizes the need for global communication in an economic perspective 
229,1,Me: ,OK? Can you be more specific about what you have in mind?,Cryptic,ok  can you be more specific about what you have in mind 
230,2,Client:," No, not really. And while you´re at it, if you come across a really good picture – I mean ",Cryptic, no  not really  and while you re at it  if you come across a really good picture   i mean 
231,3,Line Manager:, Good news! The client has paid for extra bandwidth for the larger formats.,Cryptic, good news  the client has paid for extra bandwidth for the larger formats 
232,4,Me:, That’s great. Can you find out what the new file size cap is? Then I can judge how best to keep the balance between quality/file size.,Cryptic, that s great  can you find out what the new file size cap is  then i can judge how best to keep the balance between quality file size 
233,5,Line Manager:," OK, I’ll check with the client.",Cryptic, ok  i ll check with the client 
234,6,Line Manager:, He said “big enough to be sharper.”,Cryptic, he said  big enough to be sharper  
