who,category,sentences
Client:,Cryptic, we market tested your dialogue and the testers didn t like it  can you 
Me: ,Cryptic,what didn t they like about it 
Client:,Cryptic, they just didn t laugh  please fix it and have it to me by tomorrow 
Client:,Cryptic, we need you to design an app for our company   something that will put our logo on people s phones 
Me:,Cryptic, okay  what would you like the app to do 
Client:,Cryptic, keep me from losing my job 
Me:,Cryptic, here are some logo samples 
Client:,Cryptic, reallly    
Me:,Cryptic, i m not sure what you mean by really  are you asking if they re there  or is there something you specific about the mock ups you don t like  such as fonts  color  or overall design 
Client:,Cryptic, if i have to 
Client:,Cryptic, this is okay  but i want to see it in a simpler  bolder font and without the gradient on the cover  in addition to a few other very specific changes  
Me:,Cryptic, no problem  i ll send the revised files tomorrow 
Client:,Cryptic, i don t like 
Me:,Cryptic, i m sorry  i thought i implemented all your changes  what would you like to see instead 
Client:,Cryptic, you re the designer  you should be creative and not take what i say so literally  you should push back if you think something else will work better  
Me:,Cryptic,  ggmmhrpphh  okay  sure  i ll send some new ideas over  
Client:,Cryptic, i really don t like this  you re not listening  i don t understand why you didn t just do what i asked you to do the first time 
Client:,Cryptic, can you make it wider 
Me:,Cryptic, we can t make it wider without making the text column next to it narrower 
Client:,Cryptic, not side to side wider  up and down wider 
Client: ,Cryptic,i m excited about the new pictures  when are you free to do them 
Me: ,Cryptic,i have  these dates and times  open  when s best for you  i ll need you there to prepare the food for the shoot 
Client: ,Cryptic, a href  http   clientsfromhell net post            i told a client i would be out of the town for  asap  a 
Me: ,Cryptic,alright  how does the late afternoon on tuesday work for you 
Client: ,Cryptic,no  tuesdays don t work 
Me: ,Cryptic,the only other day i m free this week is wednesday 
Client: ,Cryptic,perfect 
Me:,Cryptic, can the layout of the pdf change over time 
Client:,Cryptic, no  it will stay the same  
Me:,Cryptic, i was thinking  we can make this image with their logo and our link at the bottom  what do you think 
Client:,Cryptic, good 
Client:,Cryptic, who approved this  do you have any idea of how serious this is  we could get penalized through corporate communications  we can t use logos  we can t produce media like this 
Client:,Cryptic,  good   is not an approval    good   is   
Client: ,Cryptic,the crash is better 
Me:,Cryptic, i m sorry  do you mean that the crash no longer occurs  or that it occurs more often 
Client:,Cryptic, 
Client:,Cryptic, 
Me:,Cryptic, alright  send me the information and i ll see what i can do 
Client:,Cryptic, i just did 
Me:,Cryptic, where did you send it  i don t see  
Client:,Cryptic, i need a shirt designed and we re thinking  trade geeks  
Me:,Cryptic, that s not much of a brief 
Client:,Cryptic, it s two words   how much more brief can it get 
Client:,Cryptic, i was hoping for a darker  more vibrant black 
Me:,Cryptic, that s as dark as i can make it 
Client:,Cryptic, work on making it 
Client:,Cryptic, i said to make it brighter  not lighter  a dark  vibrant  bright black  
Me:,Cryptic, okay  so 
Client:,Cryptic, uh  you know   whenever   whenever your instincts tell you it s a good time 
Me:,Cryptic, okay 
Client:,Cryptic, yeah   so when you just get that feelin   uh  like   it s 
Me:,Cryptic, okay  i m just going to call you on monday  okay 
Client:,Cryptic, we ll see how you feel  
Client:,Cryptic, the logo is perfect  don t change it  i just think it needs 
Me:,Cryptic, what do you mean by  magic   
Client:,Cryptic, i m not sure myself  but that is where i was hoping you would come in  
Client:,Cryptic, just find some fun graphics for this 
Me:,Cryptic, what kind of fun graphics 
Client:,Cryptic, you should know 
Client:,Cryptic, what are the corporate colours again 
Me:,Cryptic, in cmyk or pantone 
Client:,Cryptic, word 
Me: ,Cryptic, what 
Client:,Cryptic, 
Client:,Cryptic, it s not a  wow   it s just a  wow   do you know what i mean 
Me:,Cryptic, not really  can you please 
Client:,Cryptic, let me put that another way  i wanted a  wow   you gave me a wow   is that so hard to understand 
Me:,Cryptic, is that really putting it another way 
Client: ,Cryptic,i told you exactly what i wanted  i can t be any clearer than this  
Me:,Cryptic, did you have a chance to look at the roughs i sent you 
Client:,Cryptic, yes 
Me:,Cryptic, and do you have any feedback or comments 
Client:,Cryptic, we don t like them 
Me:,Cryptic, none of them  there were 
Client:,Cryptic, they just don t look finished 
Me:,Cryptic, well  yes   those are the roughs  if you like any of them  we can finish them up 
Client:,Cryptic, they all look like they need to be finished 
Me:,Cryptic, are there any that you feel would be worth seeing in a finished form 
Client:,Cryptic, i don t know what you aren t getting  these all look unfinished  
Client:,Cryptic, i need you to change the doorbell 
Me:,Cryptic, what seems to be the problem with it 
Client:,Cryptic, it s the wrong kind of doorbell 
Me:,Cryptic, what is the right kind of doorbell 
Client:,Cryptic, one that goes ding 
Me:,Cryptic, does this one not ding 
Client:,Cryptic, it dings  but it s the wrong kind of ding   i need it to go ding 
Me:,Cryptic, you need it to go ding  but not ding 
Client:,Cryptic, exactly 
Me:,Cryptic, i just said the same word twice 
Client:,Cryptic, no  you didn t  the first one was different  that s what i want 
Me:,Cryptic, what dimensions should i make your logo 
Client:,Cryptic,  d 
Me:,Cryptic, do any of these appeal to you 
Client: ,Cryptic,possibly 
Me:,Cryptic, what would you like to see changed 
Client: ,Cryptic,make it 
Me:,Cryptic, what 
Client:,Cryptic, blue 
Client:,Cryptic, can you do this 
Me:,Cryptic, what do you mean by  somehow different  
Client:,Cryptic, i don t know  like  different  maybe you could try out something 
Client:,Cryptic, can you make the black look more white 
Me:,Cryptic, you mean 
Client:,Cryptic, no  i want the black to look more white 
Me: ,Cryptic,i finished the design for the booklet s front and back cover  is there anything you want me to change 
Client:,Cryptic, it needs to be 
Me: ,Cryptic,what do you mean by that  i need some specifics  colours  shapes or fonts  what am i changing 
Client: ,Cryptic,you re the professional 
Me: ,Cryptic,hey  i m trying to get your logo set up for embroidery  but i am missing some information  the notes say that the emblem should be hunter green and gold  but i need to know 
Client:,Cryptic, gold thread is fine 
Me:,Cryptic, would you like to make box terminology constant and have value  or just have them interchangeable  or only use one or the other 
Client:,Cryptic, yes  
Client:,Cryptic, could you do anything about the background  it looks too old 
Me:,Cryptic, you mean the broken down abandoned house you took pictures in 
Client:,Cryptic, yea  could you make it look newer  the peeling paint and plant covered bricks are a little too much for me 
Me:,Cryptic, so you want the house to look modern 
Client: ,Cryptic,or futuristic  or both 
Client: ,Cryptic, a href  http   clientsfromhell net post            me can you send me what youre looking at via  what color is that   a 
Me:,Cryptic,  
Client:,Cryptic, is that purple 
Me:,Cryptic, let s call it a warm blue gray 
Client:,Cryptic, we want a real image of fire in the windows  but not satanic fire 
Me:,Cryptic, what do you mean by  satanic fire  
Client:,Cryptic, well  
Me:,Cryptic, meaning  
Client:,Cryptic, make it the kind of fire kids will like 
Me:,Cryptic, ah  
Client:,Cryptic, this is exactly what we need  great job  just one more thing though  you know 
Me:,Cryptic, i m sorry  what 
Client: ,Cryptic,jumping  you know  a lot of websites have their links jumping  it s the best way to showcase our links 
Me:,Cryptic, you mean they re animated 
Client:,Cryptic, no  this is formal 
Me:,Cryptic, i still don t understand 
Client:,Cryptic, i am looking for a fine lettering to embroider onto clothes  so it has to be big enough to embroider and read  but thin  to keep it subtle  here is what i have in mind 
Client:,Cryptic, this is sporty  this is nautical   this may even be spacecrafty and futuristic  can you find 
Me:,Cryptic, 
Client:,Cryptic, what it says there 
Me:,Cryptic, i see what it says  but i don t understand what you mean 
Client:,Cryptic, look  what should i put there 
